ENMUST_ID	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	proteinID	alignID
ENSMUST00000115104.9	chr1	+	34011824	34308650	34011824	34307592	98	34011824,34086241,34113932,34116117,34117431,34135089,34152201,34152412,34154512,34156598,34156780,34160619,34161003,34163008,34163625,34163896,34164075,34164326,34165057,34166179,34166941,34167275,34167610,34167822,34169163,34169749,34170359,34171115,34172182,34173001,34174114,34174696,34184015,34185961,34186818,34187971,34193391,34194004,34194514,34195827,34197200,34198517,34199291,34200869,34202444,34208553,34211153,34212221,34212901,34214533,34215485,34217809,34218334,34219395,34223803,34225508,34227774,34242618,34244343,34247648,34249478,34250609,34251695,34252810,34256231,34256541,34257721,34260163,34262019,34263263,34264524,34264749,34266856,34268228,34268734,34270827,34271354,34274167,34275204,34275672,34278019,34282422,34284258,34287186,34287890,34289523,34290358,34291786,34293319,34294383,34295153,34295461,34295665,34299720,34302829,34303420,34306527,34307329,	34011915,34086303,34114022,34116195,34117524,34135256,34152314,34152519,34154632,34156694,34156908,34160713,34161158,34163471,34163754,34163974,34164237,34164431,34165153,34166305,34167091,34167430,34167737,34168006,34169321,34169928,34170498,34171309,34172345,34173085,34174222,34174795,34184144,34186050,34186951,34193263,34193541,34194220,34194664,34196061,34197353,34198751,34199558,34201415,34202621,34208677,34211362,34212539,34213068,34214690,34215612,34217872,34218576,34219525,34224003,34226004,34229246,34242780,34244514,34247815,34249638,34250694,34251937,34253017,34256351,34256649,34257940,34260367,34262251,34263490,34264647,34264851,34266958,34268402,34268890,34271025,34271483,34274338,34275360,34275879,34278139,34282592,34284418,34287381,34288019,34289667,34290547,34291916,34293483,34294546,34295308,34295536,34295683,34299838,34303032,34303531,34306651,34308650,	E9Q9X1	uc287hcy.1
ENSMUST00000097786.9	chr1	+	34011812	34308652	34011824	34307592	93	34011812,34086241,34113932,34116117,34117431,34135089,34152201,34152412,34154512,34156598,34156780,34160619,34161003,34163008,34163625,34163896,34164075,34164326,34165057,34166179,34166941,34167275,34167610,34167822,34169163,34169749,34170359,34171115,34172182,34173001,34174114,34174696,34184015,34185961,34186818,34197200,34198517,34199291,34200869,34202444,34208553,34211153,34212221,34212901,34214533,34215485,34217809,34218334,34219395,34223803,34225508,34227774,34242618,34244343,34247648,34249478,34250609,34251695,34252810,34256231,34256541,34257721,34260163,34262019,34263263,34264524,34264749,34266856,34268228,34268734,34270827,34271354,34274167,34275204,34275672,34278019,34282422,34284258,34287186,34287890,34289523,34290358,34291786,34293319,34294383,34295153,34295461,34296741,34299720,34301860,34302829,34306527,34307329,	34011915,34086303,34114022,34116195,34117524,34135256,34152314,34152519,34154632,34156694,34156908,34160713,34161158,34163471,34163754,34163974,34164237,34164431,34165153,34166305,34167091,34167430,34167737,34168006,34169321,34169928,34170498,34171309,34172345,34173085,34174222,34174795,34184144,34186050,34186951,34197353,34198751,34199558,34201415,34202621,34208677,34211362,34212539,34213068,34214690,34215612,34217872,34218576,34219525,34224003,34226004,34229246,34242780,34244514,34247815,34249638,34250694,34251937,34253017,34256351,34256649,34257940,34260367,34262251,34263490,34264647,34264851,34266958,34268402,34268890,34271025,34271483,34274338,34275360,34275879,34278139,34282592,34284418,34287381,34288019,34289667,34290547,34291916,34293483,34294546,34295308,34295536,34296759,34299838,34301932,34303032,34306651,34308652,	Q91ZU6	uc007aoj.3
ENSMUST00000097785.9	chr1	+	34011824	34308661	34011824	34307592	98	34011824,34086241,34113932,34116117,34117431,34135089,34152201,34152412,34154512,34156598,34156780,34160619,34161003,34163008,34163625,34163896,34164075,34164326,34165057,34166179,34166941,34167275,34167610,34167822,34169163,34169749,34170359,34171115,34172182,34173001,34174114,34174696,34184015,34185961,34186818,34187971,34193391,34194004,34194514,34195827,34197200,34198517,34199291,34200869,34202444,34208553,34211153,34212221,34212901,34214533,34215485,34217809,34218334,34219395,34223803,34225508,34227774,34242618,34244343,34247648,34249478,34250609,34251695,34252810,34256231,34256541,34257721,34260163,34262019,34263263,34264524,34264749,34266856,34268228,34268734,34270827,34271354,34274167,34275204,34275672,34278019,34282422,34284258,34287186,34287890,34289523,34290358,34291786,34293319,34294383,34295153,34295461,34296741,34299720,34301860,34302829,34306527,34307329,	34011915,34086303,34114022,34116195,34117524,34135256,34152314,34152519,34154632,34156694,34156908,34160713,34161158,34163471,34163754,34163974,34164237,34164431,34165153,34166305,34167091,34167430,34167737,34168006,34169321,34169928,34170498,34171309,34172345,34173085,34174222,34174795,34184144,34186050,34186951,34193263,34193541,34194220,34194664,34196061,34197353,34198751,34199558,34201415,34202621,34208677,34211362,34212539,34213068,34214690,34215612,34217872,34218576,34219525,34224003,34226004,34229246,34242780,34244514,34247815,34249638,34250694,34251937,34253017,34256351,34256649,34257940,34260367,34262251,34263490,34264647,34264851,34266958,34268402,34268890,34271025,34271483,34274338,34275360,34275879,34278139,34282592,34284418,34287381,34288019,34289667,34290547,34291916,34293483,34294546,34295308,34295536,34296759,34299838,34301932,34303032,34306651,34308661,	Q91ZU6	uc007aoi.3
ENSMUST00000194670.1	chr1	+	36101689	36104980	36101689	36101689	1	36101689,	36104980,		uc287hfz.1
ENSMUST00000088174.3	chr1	+	36068399	36106446	36068657	36104221	2	36068399,36103512,	36069184,36106446,	Q9QYK5	uc007apn.2
ENSMUST00000193024.1	chr1	+	37299892	37302766	37299892	37299892	1	37299892,	37302766,		uc007arj.2
ENSMUST00000146676.1	chr1	+	37299864	37348512	37299864	37299864	2	37299864,37348397,	37300118,37348512,		uc287hkf.1
ENSMUST00000123124.1	chr1	+	37377671	37380075	37377671	37377671	3	37377671,37378840,37379921,	37377761,37379059,37380075,		uc287hko.1
ENSMUST00000140264.7	chr1	+	37299914	37399557	37357918	37398924	24	37299914,37357342,37357814,37358507,37364109,37366162,37366538,37366869,37367756,37368276,37369357,37371701,37372310,37377577,37378840,37379921,37383338,37387697,37388786,37389649,37390048,37392942,37396069,37398765,	37300118,37357404,37358024,37358552,37364228,37366279,37366618,37366981,37367847,37368424,37369488,37371806,37372419,37377761,37379059,37380060,37383371,37387870,37388910,37389776,37390189,37393040,37396182,37399557,	Q3UEQ1	uc007ark.3
ENSMUST00000132615.7	chr1	+	37357396	37403690	37357918	37403629	25	37357396,37357814,37358507,37364109,37366162,37366538,37366869,37367756,37368276,37369357,37371701,37372310,37374274,37377577,37378840,37379921,37383338,37387697,37388786,37389649,37390048,37392942,37396069,37398765,37403448,	37357404,37358024,37358552,37364228,37366279,37366618,37366981,37367847,37368424,37369488,37371806,37372419,37374289,37377761,37379059,37380060,37383371,37387870,37388910,37389776,37390189,37393040,37396182,37398920,37403690,	D3YUD3	uc287hkk.1
ENSMUST00000058307.14	chr1	+	37369216	37404434	37369334	37403629	15	37369216,37371701,37372310,37374271,37377577,37378840,37379921,37387697,37388786,37389649,37390048,37392942,37396069,37398765,37403448,	37369488,37371806,37372419,37374289,37377761,37379059,37380060,37387870,37388910,37389776,37390189,37393040,37396182,37398920,37404434,	A0A0R4J0Q2	uc011wjq.3
ENSMUST00000168546.2	chr1	+	37369220	37404439	37369334	37403629	16	37369220,37371701,37372310,37372592,37377516,37377577,37378840,37379921,37387697,37388786,37389649,37390048,37392942,37396069,37398765,37403448,	37369488,37371806,37372419,37372598,37377528,37377761,37379059,37380060,37387870,37388910,37389776,37390189,37393040,37396182,37398920,37404439,	F6R4N2	uc287hkn.1
ENSMUST00000114933.8	chr1	+	37369216	37404442	37369334	37403629	16	37369216,37371701,37372310,37374271,37377577,37378840,37379921,37383338,37387697,37388786,37389649,37390048,37392942,37396069,37398765,37403448,	37369488,37371806,37372419,37374289,37377761,37379059,37380060,37383371,37387870,37388910,37389776,37390189,37393040,37396182,37398920,37404442,	E9QAD0	uc007arn.2
ENSMUST00000137266.7	chr1	+	37357918	37408259	37357918	37408259	24	37357918,37358507,37364109,37366162,37366538,37366869,37367756,37368276,37369357,37371701,37372310,37374274,37377577,37378840,37379921,37383338,37387697,37388786,37389649,37390048,37392942,37396069,37398765,37408126,	37358024,37358552,37364228,37366279,37366618,37366981,37367847,37368424,37369488,37371806,37372419,37374289,37377761,37379059,37380177,37383371,37387870,37388910,37389776,37390189,37393040,37396182,37398920,37408259,	D3Z230	uc287hkm.1
ENSMUST00000132401.7	chr1	+	37300307	37408289	37357918	37408259	25	37300307,37357342,37357814,37358507,37364109,37366162,37366538,37366869,37367756,37368276,37369357,37371701,37372310,37377577,37378840,37379921,37383338,37387697,37388786,37389649,37390048,37392942,37396069,37398765,37408126,	37300426,37357404,37358024,37358552,37364228,37366279,37366618,37366981,37367847,37368424,37369488,37371806,37372419,37377761,37379059,37380177,37383371,37387870,37388910,37389776,37390189,37393040,37396182,37398920,37408289,	D3YUL8	uc287hkg.1
ENSMUST00000193774.5	chr1	+	37357396	37408469	37357918	37408259	10	37357396,37357814,37358507,37364109,37389726,37390048,37392942,37396069,37398765,37408126,	37357404,37358024,37358552,37364189,37389776,37390189,37393040,37396182,37398920,37408469,	A0A0A6YXS5	uc287hkl.1
ENSMUST00000136846.7	chr1	+	37300307	37408733	37357918	37408259	26	37300307,37357342,37357814,37358507,37364109,37366162,37366538,37366869,37367756,37368276,37369357,37371701,37372310,37374274,37377577,37378840,37379921,37383338,37387697,37388786,37389649,37390048,37392942,37396069,37398765,37408126,	37300426,37357404,37358024,37358552,37364228,37366279,37366618,37366981,37367847,37368424,37369488,37371806,37372419,37374289,37377761,37379059,37380060,37383371,37387870,37388910,37389776,37390189,37393040,37396182,37398920,37408733,	E9Q9A0	uc287hkh.1
ENSMUST00000027287.10	chr1	+	37299890	37410736	37357918	37408259	26	37299890,37357342,37357814,37358507,37364109,37366162,37366538,37366869,37367756,37368276,37369357,37371701,37372310,37374271,37377577,37378840,37379921,37383338,37387697,37388786,37389649,37390048,37392942,37396069,37398765,37408126,	37300118,37357404,37358024,37358552,37364228,37366279,37366618,37366981,37367847,37368424,37369488,37371806,37372419,37374289,37377761,37379059,37380060,37383371,37387870,37388910,37389776,37390189,37393040,37396182,37398920,37410736,	F6V2U0	uc007arl.4
ENSMUST00000148047.1	chr1	-	37462915	37496095	37462915	37490382	5	37462915,37464420,37466536,37490259,37496055,	37462967,37464534,37466583,37490393,37496095,	D3YZH7	uc287hkx.1
ENSMUST00000143636.7	chr1	-	37444319	37496130	37444658	37490382	13	37444319,37444806,37449095,37450328,37452230,37452521,37454743,37456589,37462891,37464420,37466536,37490259,37495872,	37444685,37444919,37449162,37450407,37452424,37452629,37454874,37456704,37462967,37464534,37466583,37490393,37496130,	D3Z166	uc007arr.3
ENSMUST00000149791.7	chr1	-	37462912	37496133	37464496	37490382	5	37462912,37464420,37466536,37490259,37496055,	37462967,37464534,37466579,37490393,37496133,	D6RG46	uc287hkw.1
ENSMUST00000194660.1	chr1	-	37495725	37498838	37495725	37495725	1	37495725,	37498838,		uc287hkz.1
ENSMUST00000042161.14	chr1	-	37439339	37536235	37444658	37536132	15	37439339,37444806,37449095,37450328,37452230,37452521,37454743,37456589,37462891,37464420,37466536,37490259,37495872,37498572,37536038,	37444685,37444919,37449162,37450407,37452424,37452629,37454874,37456704,37462967,37464534,37466583,37490393,37496013,37498740,37536235,	Q812G0	uc287hkv.1
ENSMUST00000195598.1	chr1	-	37533212	37536251	37533212	37533212	1	37533212,	37536251,		uc287hla.1
ENSMUST00000154819.7	chr1	-	37443715	37536404	37444658	37536132	15	37443715,37444806,37449095,37450328,37452230,37452521,37454743,37456589,37462891,37464420,37466536,37490259,37495872,37498599,37536038,	37444685,37444919,37449162,37450407,37452424,37452629,37454874,37456704,37462967,37464534,37466583,37490393,37496013,37498740,37536404,	Q812G0	uc007aru.3
ENSMUST00000151952.7	chr1	-	37439339	37541016	37444658	37536132	16	37439339,37444806,37449095,37450328,37452230,37452521,37454743,37456589,37462891,37464420,37466536,37490259,37495872,37498572,37536038,37540964,	37444685,37444919,37449162,37450407,37452424,37452629,37454874,37456704,37462967,37464534,37466583,37490393,37496013,37498740,37536404,37541016,	Q812G0	uc007arv.3
ENSMUST00000173050.7	chr1	+	39193730	39287615	39263343	39287615	3	39193730,39263318,39287467,	39194009,39263375,39287615,	G3UYV8	uc287hnx.1
ENSMUST00000172825.1	chr1	+	39341554	39345466	39341554	39341554	2	39341554,39345268,	39341830,39345466,		uc287hoa.1
ENSMUST00000056815.8	chr1	+	39194211	39363236	39263343	39362007	21	39194211,39263318,39287467,39292686,39300643,39311840,39312954,39324439,39325295,39326087,39328306,39330936,39333809,39334702,39335994,39338052,39345268,39347490,39348431,39359648,39361854,	39194742,39263375,39287616,39292778,39300733,39311961,39313068,39324558,39325378,39326194,39328454,39331021,39333951,39334812,39336096,39338199,39345466,39347681,39348524,39359823,39363236,	G3X9B7	uc007atd.3
ENSMUST00000192099.1	chr1	-	39371866	39372433	39372348	39372433	2	39371866,39372250,	39372137,39372433,	A0A0A6YVT5	uc287hod.1
ENSMUST00000195854.1	chr1	-	39391197	39392631	39391197	39391197	2	39391197,39392056,	39391287,39392631,		uc287hof.1
ENSMUST00000192531.5	chr1	-	39372295	39478661	39402919	39478566	19	39372295,39373726,39374081,39376423,39376877,39379454,39379994,39380227,39381276,39385120,39385997,39389307,39391116,39392056,39394064,39402682,39405290,39426067,39478439,	39372786,39373824,39374171,39376489,39377118,39379523,39380093,39380357,39381562,39385238,39386212,39389458,39391287,39392254,39394272,39402923,39405519,39426178,39478661,	A0A0A6YXU3	uc287hoe.1
ENSMUST00000193823.1	chr1	-	39373315	39478700	39373672	39478566	19	39373315,39374081,39376423,39376877,39379454,39379994,39380227,39381276,39385120,39385997,39389307,39391116,39392056,39394064,39402682,39405290,39406751,39426067,39478439,	39373824,39374171,39376489,39377118,39379523,39380093,39380357,39381562,39385238,39386212,39389458,39391287,39392254,39394272,39402923,39405519,39406870,39426178,39478700,	A0A0A6YWY1	uc007ath.3
ENSMUST00000054462.10	chr1	-	39371491	39478755	39372348	39478566	20	39371491,39373726,39374081,39376423,39376877,39379454,39379994,39380227,39381276,39385120,39385997,39389307,39391116,39392056,39394064,39402682,39405290,39406751,39426067,39478439,	39372786,39373824,39374171,39376489,39377118,39379523,39380093,39380357,39381562,39385238,39386212,39389458,39391287,39392254,39394272,39402923,39405519,39406870,39426178,39478755,	Q9Z1A9	uc007atg.5
ENSMUST00000195567.1	chr1	+	39540033	39545401	39540033	39545216	5	39540033,39542399,39544891,39545068,39545192,	39540075,39542602,39544988,39545152,39545401,	A0A0A6YW44	uc287hol.1
ENSMUST00000160145.1	chr1	+	39538244	39546483	39538244	39538244	5	39538244,39539872,39542399,39544891,39545068,	39538423,39540075,39542602,39544988,39546483,		uc287hok.1
ENSMUST00000003219.13	chr1	+	39535801	39546873	39535838	39545266	7	39535801,39537415,39538270,39539872,39542399,39544891,39545068,	39536337,39537580,39538423,39540075,39542602,39544988,39546873,	Q9CWN7	uc287hoj.1
ENSMUST00000161515.7	chr1	+	39534991	39546889	39535838	39545266	8	39534991,39535553,39537415,39538270,39539872,39542399,39544891,39545068,	39535047,39536337,39537580,39538423,39540075,39542602,39544988,39546889,	Q9CWN7	uc007ati.3
ENSMUST00000146314.1	chr1	-	39547569	39552002	39547569	39547569	3	39547569,39548925,39550453,	39547661,39549116,39552002,		uc007atk.2
ENSMUST00000153381.1	chr1	-	39555604	39558757	39555604	39555604	2	39555604,39558314,	39555670,39558757,		uc287hon.1
ENSMUST00000195705.1	chr1	-	39565092	39577303	39565317	39577274	2	39565092,39577154,	39565332,39577303,	A0A0A6YVR6	uc287hoo.1
ENSMUST00000195136.1	chr1	-	39552468	39577356	39555597	39565309	6	39552468,39555477,39560692,39564047,39565081,39577331,	39552515,39555670,39560775,39564116,39565332,39577356,	A0A0A6YWR9	uc287hom.1
ENSMUST00000062525.10	chr1	-	39551295	39577405	39552471	39577274	7	39551295,39555477,39558314,39560692,39564047,39565081,39576826,	39552515,39555670,39558411,39560775,39564116,39565332,39577405,	Q3U2C5	uc007atl.4
ENSMUST00000193661.1	chr1	+	39901169	39902456	39901169	39901169	2	39901169,39901508,	39901286,39902456,		uc287how.1
ENSMUST00000194163.1	chr1	+	39964849	39976746	39964849	39964849	3	39964849,39973926,39976706,	39964901,39974052,39976746,		uc287hpa.1
ENSMUST00000193514.6	chr1	+	39964154	39983144	39964154	39964154	5	39964154,39973926,39976706,39980559,39983138,	39964204,39974052,39976817,39980650,39983144,		uc287hoz.1
ENSMUST00000191761.5	chr1	+	39901169	39990278	39901229	39990278	12	39901169,39901508,39962177,39973926,39976706,39980559,39983138,39983882,39985181,39986624,39988969,39990088,	39901286,39901574,39962234,39974052,39976817,39980650,39983269,39983937,39985260,39986800,39989042,39990278,	A0A0A6YVZ8	uc287hox.1
ENSMUST00000195356.1	chr1	+	39999594	40000561	39999594	39999594	2	39999594,40000530,	39999974,40000561,		uc287hpb.1
ENSMUST00000191964.1	chr1	+	39999893	40004910	39999893	40004910	4	39999893,40000530,40003762,40004806,	39999974,40000749,40003987,40004910,	A0A0A6YVR7	uc287hpd.1
ENSMUST00000192355.5	chr1	+	39999892	40006742	39999892	40006742	5	39999892,40000530,40003756,40004806,40006670,	39999974,40000749,40003987,40004913,40006742,	A0A0A6YXE5	uc287hpc.1
ENSMUST00000192194.1	chr1	+	40007392	40009329	40007392	40007392	1	40007392,	40009329,		uc287hpf.1
