#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.knownGene.alignID	mm10.kgXref.kgID	mm10.kgXref.mRNA	mm10.kgXref.spID	mm10.kgXref.spDisplayID	mm10.kgXref.geneSymbol	mm10.kgXref.refseq	mm10.kgXref.protAcc	mm10.kgXref.description	mm10.kgXref.tRnaName
ENSMUST00000189147.1	chr1	+	77515279	77517128	uc287jny.1	ENSMUST00000189147.1	AK158632			Gm28386			Gm28386 (from geneSymbol)	
ENSMUST00000151622.1	chr1	+	78658439	78667584	uc011wnv.2	ENSMUST00000151622.1	NM_001136226	E9Q9S3	E9Q9S3_MOUSE	Utp14b	NM_001136226	NM_001136226	Mus musculus UTP14B small subunit processome component (Utp14b), transcript variant 1, mRNA. (from RefSeq NM_001136226)	
ENSMUST00000053760.11	chr1	+	78658037	78671512	uc007bqn.3	ENSMUST00000053760.11	NM_001001981	E9Q9S3	E9Q9S3_MOUSE	Utp14b	NM_001001981	NM_001001981	Mus musculus UTP14B small subunit processome component (Utp14b), transcript variant 2, mRNA. (from RefSeq NM_001001981)	
ENSMUST00000189234.1	chr1	+	86064640	86067662	uc287jza.1	ENSMUST00000189234.1				Psmd1			Psmd1 (from geneSymbol)	
ENSMUST00000147807.7	chr1	+	86064386	86070776	uc287jyx.1	ENSMUST00000147807.7	AK153386			Psmd1			Psmd1 (from geneSymbol)	
ENSMUST00000143200.7	chr1	+	86064386	86071660	uc287jyy.1	ENSMUST00000143200.7	AK153386			Psmd1			Psmd1 (from geneSymbol)	
ENSMUST00000133480.7	chr1	+	86064691	86072284	uc287jzb.1	ENSMUST00000133480.7	BC031587			Psmd1			Psmd1 (from geneSymbol)	
ENSMUST00000127104.1	chr1	+	86064870	86075819	uc287jzc.1	ENSMUST00000127104.1	BC022955			Psmd1			Psmd1 (from geneSymbol)	
ENSMUST00000139715.7	chr1	+	86064618	86132749	uc287jyz.1	ENSMUST00000139715.7	AK153386	D6RGR5	D6RGR5_MOUSE	Psmd1			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D6RGR5)	
ENSMUST00000149946.1	chr1	+	86127866	86132767	uc287jzh.1	ENSMUST00000149946.1	AK010596			Psmd1			Psmd1 (from geneSymbol)	
ENSMUST00000152184.1	chr1	+	86110816	86132800	uc287jzf.1	ENSMUST00000152184.1	BC138527			Psmd1			Psmd1 (from geneSymbol)	
ENSMUST00000027432.8	chr1	+	86064618	86139151	uc007buy.2	ENSMUST00000027432.8	NM_027357	Q3TXS7	PSMD1_MOUSE	Psmd1	NM_027357	NM_027357	Mus musculus proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 (Psmd1), mRNA. (from RefSeq NM_027357)	
ENSMUST00000070048.3	chr1	+	90675160	90679793	uc287kif.1	ENSMUST00000070048.3	AK039913			Gm9991			Gm9991 (from geneSymbol)	
ENSMUST00000145843.2	chr1	+	91299931	91302869	uc287kjv.1	ENSMUST00000145843.2	AK213213	D3Z3I6	D3Z3I6_MOUSE	Scly			Belongs to the class-V pyridoxal-phosphate-dependent  aminotransferase family. (from UniProt D3Z3I6)	
ENSMUST00000123651.7	chr1	+	91298359	91303511	uc287kjo.1	ENSMUST00000123651.7	AK036750			Scly			Scly (from geneSymbol)	
ENSMUST00000142802.1	chr1	+	91298426	91305436	uc287kju.1	ENSMUST00000142802.1	AK188684			Scly			Scly (from geneSymbol)	
ENSMUST00000124832.7	chr1	+	91298403	91308709	uc287kjs.1	ENSMUST00000124832.7	AF175407	F7BB44	F7BB44_MOUSE	Scly			Belongs to the class-V pyridoxal-phosphate-dependent  aminotransferase family. (from UniProt F7BB44)	
ENSMUST00000142488.7	chr1	+	91298367	91308743	uc287kjp.1	ENSMUST00000142488.7	BC021389	D3Z7G6	D3Z7G6_MOUSE	Scly			Belongs to the class-V pyridoxal-phosphate-dependent  aminotransferase family. (from UniProt D3Z7G6)	
ENSMUST00000147523.7	chr1	+	91298406	91308815	uc287kjt.1	ENSMUST00000147523.7	AF175407	F6ZFP8	F6ZFP8_MOUSE	Scly			Belongs to the class-V pyridoxal-phosphate-dependent  aminotransferase family. (from UniProt F6ZFP8)	
ENSMUST00000154045.7	chr1	+	91298368	91309851	uc287kjq.1	ENSMUST00000154045.7	BC021389	M0QWF1		Scly			Scly (from geneSymbol)	
ENSMUST00000137074.2	chr1	+	91302796	91309872	uc287kjw.1	ENSMUST00000137074.2	AF175407	F7D651	F7D651_MOUSE	Scly			Belongs to the class-V pyridoxal-phosphate-dependent  aminotransferase family. (from UniProt F7D651)	
ENSMUST00000153621.7	chr1	+	91298369	91311330	uc287kjr.1	ENSMUST00000153621.7	AK036533			Scly			Scly (from geneSymbol)	
ENSMUST00000027532.12	chr1	+	91298337	91321075	uc007caf.2	ENSMUST00000027532.12	NM_016717	A0A0R4J069		Scly	NM_016717	NM_016717	Mus musculus selenocysteine lyase (Scly), mRNA. (from RefSeq NM_016717)	
ENSMUST00000086861.11	chr1	+	91366429	91374217	uc007caj.1	ENSMUST00000086861.11	NM_173395	Q6PGN1	F132B_MOUSE	Erfe	NM_173395	NM_173395	Mus musculus erythroferrone (Erfe), mRNA. (from RefSeq NM_173395)	
ENSMUST00000148355.1	chr1	-	93310084	93311344	uc287kop.1	ENSMUST00000148355.1	BC029725			Pask			Pask (from geneSymbol)	
ENSMUST00000133886.1	chr1	-	93309837	93313148	uc287koo.1	ENSMUST00000133886.1	BC029725			Pask			Pask (from geneSymbol)	
ENSMUST00000128655.7	chr1	-	93308769	93317413	uc007cdr.2	ENSMUST00000128655.7	AK081074			Pask			Pask (from geneSymbol)	
ENSMUST00000027493.3	chr1	-	93308777	93342789	uc007cdt.3	ENSMUST00000027493.3	NM_080850	Q8CEE6	PASK_MOUSE	Pask	NM_080850	NM_080850	Mus musculus PAS domain containing serine/threonine kinase (Pask), mRNA. (from RefSeq NM_080850)	
ENSMUST00000139028.1	chr1	-	93317827	93343465	uc007cdu.2	ENSMUST00000139028.1	AK172031			Pask			Pask (from geneSymbol)	
ENSMUST00000128253.1	chr1	-	93337448	93343482	uc287koq.1	ENSMUST00000128253.1	AK172031	D3YUI8	D3YUI8_MOUSE	Pask			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3YUI8)	
ENSMUST00000188394.1	chr1	+	93686262	93694070	uc287kpz.1	ENSMUST00000188394.1	AK168373	A0A087WR00		Bok			Bok (from geneSymbol)	
ENSMUST00000201863.3	chr1	+	93685701	93695210	uc287kpy.1	ENSMUST00000201863.3	AK156243	Q3TH93	Q3TH93_MOUSE	Bok			Bok (from geneSymbol)	
ENSMUST00000185685.1	chr1	+	93693816	93695455	uc287kqb.1	ENSMUST00000185685.1	AK168373			Bok			Bok (from geneSymbol)	
ENSMUST00000200888.1	chr1	+	93689207	93695469	uc287kqa.1	ENSMUST00000200888.1	AK168373	A0A0J9YUF0		Bok			Bok (from geneSymbol)	
ENSMUST00000027499.12	chr1	+	93685659	93695764	uc007cee.3	ENSMUST00000027499.12	NM_016778	Q3TH93	Q3TH93_MOUSE	Bok	NM_016778	NM_016778	Mus musculus BCL2-related ovarian killer (Bok), mRNA. (from RefSeq NM_016778)	
ENSMUST00000112893.1	chr1	-	93792723	93799001	uc287kqp.1	ENSMUST00000112893.1	BC030178	D3Z3R3	D3Z3R3_MOUSE	Dtymk			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3Z3R3)	
ENSMUST00000144106.1	chr1	-	93798379	93799361	uc007cel.2	ENSMUST00000144106.1	S82853			Dtymk			Dtymk (from geneSymbol)	
ENSMUST00000112890.2	chr1	-	93800064	93801906	uc007cem.3	ENSMUST00000112890.2	NM_023136	Q6GRA7	Q6GRA7_MOUSE	Dtymk	NM_023136	NM_023136	Mus musculus deoxythymidylate kinase (Dtymk), transcript variant 2, mRNA. (from RefSeq NM_023136)	
ENSMUST00000027503.13	chr1	-	93792575	93801934	uc007cek.2	ENSMUST00000027503.13	NM_001105667	P97930	KTHY_MOUSE	Dtymk	NM_001105667	NM_001105667	Mus musculus deoxythymidylate kinase (Dtymk), transcript variant 1, mRNA. (from RefSeq NM_001105667)	
ENSMUST00000189556.1	chr1	-	95618550	95667535	uc007cfa.2	ENSMUST00000189556.1	NM_001159745	A0A087WRA0		St8sia4	NM_001159745	NM_001159745	Mus musculus ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 (St8sia4), transcript variant 2, mRNA. (from RefSeq NM_001159745)	
ENSMUST00000186853.1	chr1	-	95663953	95667565	uc287kro.1	ENSMUST00000186853.1				St8sia4			St8sia4 (from geneSymbol)	
ENSMUST00000187936.1	chr1	-	95658313	95667568	uc287krn.1	ENSMUST00000187936.1	AK165717			St8sia4			St8sia4 (from geneSymbol)	
ENSMUST00000043336.10	chr1	-	95587681	95667571	uc011wpu.2	ENSMUST00000043336.10	NM_009183	Q64692	SIA8D_MOUSE	St8sia4	NM_009183	NM_009183	Mus musculus ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 (St8sia4), transcript variant 1, mRNA. (from RefSeq NM_009183)	
ENSMUST00000054664.7	chr1	+	97024680	97025928	uc287kse.1	ENSMUST00000054664.7	AK207489			Gm6430			Gm6430 (from geneSymbol)	
ENSMUST00000189999.1	chr1	-	106710338	106713179	uc011wqb.4	ENSMUST00000189999.1	NM_177410	Q6NTH7	Q6NTH7_MOUSE	Bcl2	NM_177410	NM_177410	Mus musculus B cell leukemia/lymphoma 2 (Bcl2), transcript variant 2, mRNA. (from RefSeq NM_177410)	
ENSMUST00000112751.1	chr1	-	106538177	106714274	uc007cgw.4	ENSMUST00000112751.1	NM_009741	P10417	BCL2_MOUSE	Bcl2	NM_009741	NM_009741	Mus musculus B cell leukemia/lymphoma 2 (Bcl2), transcript variant 1, mRNA. (from RefSeq NM_009741)	
ENSMUST00000140490.7	chr1	-	120190756	120265255	uc287lff.1	ENSMUST00000140490.7	AK003108	D3YTP0	D3YTP0_MOUSE	Steap3			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt D3YTP0)	
ENSMUST00000112640.7	chr1	-	120226422	120265284	uc007cji.2	ENSMUST00000112640.7	NM_133186	A0A0R4J1G9		Steap3	NM_133186	NM_133186	Mus musculus STEAP family member 3 (Steap3), transcript variant 2, mRNA. (from RefSeq NM_133186)	
ENSMUST00000112639.7	chr1	-	120226631	120270423	uc287lfg.1	ENSMUST00000112639.7	AK078769	A0A0R4J1G9		Steap3			Steap3 (from geneSymbol)	
ENSMUST00000112641.7	chr1	-	120224385	120271082	uc007cjj.2	ENSMUST00000112641.7	NM_001085409	A0A0R4J1G9		Steap3	NM_001085409	NM_001085409	Mus musculus STEAP family member 3 (Steap3), transcript variant 1, mRNA. (from RefSeq NM_001085409)	
ENSMUST00000112643.1	chr1	-	120226652	120272705	uc287lfh.1	ENSMUST00000112643.1	AY214462	E9QN92	E9QN92_MOUSE	Steap3			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt E9QN92)	
ENSMUST00000055884.7	chr1	-	121509841	121528465	uc011wqx.3	ENSMUST00000055884.7	NM_010483	G3X9C6	G3X9C6_MOUSE	Htr5b	NM_010483	NM_010483	Mus musculus 5-hydroxytryptamine (serotonin) receptor 5B (Htr5b), mRNA. (from RefSeq NM_010483)	
ENSMUST00000159359.1	chr1	+	125840002	125873173	uc287lio.1	ENSMUST00000159359.1	AK016817			Gpr39			Gpr39 (from geneSymbol)	
ENSMUST00000027581.6	chr1	+	125676994	125873862	uc007ckh.4	ENSMUST00000027581.6	NM_027677	A0A0B4J1E4		Gpr39	NM_027677	NM_027677	Mus musculus G protein-coupled receptor 39 (Gpr39), mRNA. (from RefSeq NM_027677)	
ENSMUST00000160736.1	chr1	-	125914318	125965200	uc287lir.1	ENSMUST00000160736.1	AK053243			Nckap5			Nckap5 (from geneSymbol)	
ENSMUST00000094610.4	chr1	-	125914959	126023103	uc287lit.1	ENSMUST00000094610.4	AY957601	E2QRQ1	E2QRQ1_MOUSE	Nckap5			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt E2QRQ1)	
ENSMUST00000159934.1	chr1	-	126027876	126035125	uc287liv.1	ENSMUST00000159934.1	AY957602			Nckap5			Nckap5 (from geneSymbol)	
ENSMUST00000057846.14	chr1	-	125914742	126448456	uc287lis.1	ENSMUST00000057846.14	BC066095	Q29SA9	Q29SA9_MOUSE	Nckap5			Nckap5 (from geneSymbol)	
ENSMUST00000162877.7	chr1	-	125913647	126492742	uc007ckl.2	ENSMUST00000162877.7	BC066095	Q8C6S8	Q8C6S8_MOUSE	Nckap5			Nckap5 (from geneSymbol)	
ENSMUST00000161954.7	chr1	-	125913619	126492927	uc007ckk.2	ENSMUST00000161954.7	NM_172484	Q6NZK2	Q6NZK2_MOUSE	Nckap5	NM_172484	NM_172484	Mus musculus NCK-associated protein 5 (Nckap5), transcript variant 2, mRNA. (from RefSeq NM_172484)	
ENSMUST00000162664.7	chr1	-	126525038	126738190	uc287lja.1	ENSMUST00000162664.7	AK083792			Nckap5			Nckap5 (from geneSymbol)	
ENSMUST00000160693.1	chr1	-	126258400	126738202	uc287liy.1	ENSMUST00000160693.1	AK083792	E0CYQ5	E0CYQ5_MOUSE	Nckap5			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt E0CYQ5)	
ENSMUST00000162647.1	chr1	-	126527539	126830481	uc287ljb.1	ENSMUST00000162647.1	AK041950			Nckap5			Nckap5 (from geneSymbol)	
ENSMUST00000094609.9	chr1	-	125913636	126830632	uc007ckn.2	ENSMUST00000094609.9	NM_176957	E9Q3G9	E9Q3G9_MOUSE	Nckap5	NM_176957	NM_176957	Mus musculus NCK-associated protein 5 (Nckap5), transcript variant 3, mRNA. (from RefSeq NM_176957)	
ENSMUST00000112583.7	chr1	-	125913636	126830632	uc007ckm.2	ENSMUST00000112583.7	NM_001081756	E9QAE1	E9QAE1_MOUSE	Nckap5	NM_001081756	NM_001081756	Mus musculus NCK-associated protein 5 (Nckap5), transcript variant 1, mRNA. (from RefSeq NM_001081756)	
ENSMUST00000162646.7	chr1	-	126222626	126830799	uc287lix.1	ENSMUST00000162646.7	AK053243	E0CYS4	E0CYS4_MOUSE	Nckap5			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt E0CYS4)	
ENSMUST00000143389.1	chr1	-	127965130	127972958	uc287lkg.1	ENSMUST00000143389.1	AK050039			Zranb3			Zranb3 (from geneSymbol)	
ENSMUST00000131732.1	chr1	-	127996852	128018693	uc287lkj.1	ENSMUST00000131732.1	AK042139			Zranb3			Zranb3 (from geneSymbol)	
ENSMUST00000124876.1	chr1	-	128057855	128102454	uc287lkl.1	ENSMUST00000124876.1	BC117922			Zranb3			Zranb3 (from geneSymbol)	
ENSMUST00000086614.11	chr1	-	127954183	128102462	uc007cld.3	ENSMUST00000086614.11	NM_027678	Q6NZP1	ZRAB3_MOUSE	Zranb3	NM_027678	NM_027678	Mus musculus zinc finger, RAN-binding domain containing 3 (Zranb3), transcript variant 1, mRNA. (from RefSeq NM_027678)	
ENSMUST00000127393.7	chr1	-	127996465	128102463	uc287lki.1	ENSMUST00000127393.7	AK085488			Zranb3			Zranb3 (from geneSymbol)	
ENSMUST00000112538.3	chr1	-	127954669	128103001	uc007cle.3	ENSMUST00000112538.3	NM_001357573	Q6NZP1	ZRAB3_MOUSE	Zranb3	NM_001357573	NM_001357573	Mus musculus zinc finger, RAN-binding domain containing 3 (Zranb3), transcript variant 3, mRNA. (from RefSeq NM_001357573)	
ENSMUST00000097597.6	chr1	-	127987109	128103047	uc007clg.2	ENSMUST00000097597.6	AK016921			Zranb3			Zranb3 (from geneSymbol)	
ENSMUST00000188755.1	chr1	-	128341022	128343463	uc287lll.1	ENSMUST00000188755.1	AK146896			Mcm6			Mcm6 (from geneSymbol)	
ENSMUST00000191454.1	chr1	-	128339467	128346042	uc287llk.1	ENSMUST00000191454.1	AK146896			Mcm6			Mcm6 (from geneSymbol)	
ENSMUST00000190495.1	chr1	-	128331592	128359647	uc007clo.3	ENSMUST00000190495.1	NM_001313695	Q3ULG5	Q3ULG5_MOUSE	Mcm6	NM_001313695	NM_001313695	Mus musculus minichromosome maintenance complex component 6 (Mcm6), transcript variant 2, mRNA. (from RefSeq NM_001313695)	
ENSMUST00000027601.10	chr1	-	128331589	128359664	uc007cln.3	ENSMUST00000027601.10	NM_008567	Q542I2	Q542I2_MOUSE	Mcm6	NM_008567	NM_008567	Mus musculus minichromosome maintenance complex component 6 (Mcm6), transcript variant 1, mRNA. (from RefSeq NM_008567)	
ENSMUST00000188575.6	chr1	+	132477490	132490501	uc287lry.1	ENSMUST00000188575.6	AK179022	A0A087WQU2		Rbbp5			Rbbp5 (from geneSymbol)	
ENSMUST00000189786.2	chr1	+	132477641	132490585	uc287lrz.1	ENSMUST00000189786.2	AK171177	A0A087WRV7		Rbbp5			Rbbp5 (from geneSymbol)	
ENSMUST00000187505.6	chr1	+	132477405	132504108	uc287lrw.1	ENSMUST00000187505.6	AK171177	A0A087WST2		Rbbp5			Rbbp5 (from geneSymbol)	
ENSMUST00000190825.6	chr1	+	132477364	132504490	uc007cow.3	ENSMUST00000190825.6	AK171177	A0A0R4J2B6		Rbbp5			Rbbp5 (from geneSymbol)	
ENSMUST00000190997.6	chr1	+	132477366	132504889	uc007cox.3	ENSMUST00000190997.6	NM_172517	Q8BX09	RBBP5_MOUSE	Rbbp5	NM_172517	NM_172517	Mus musculus retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit (Rbbp5), transcript variant 1, mRNA. (from RefSeq NM_172517)	
ENSMUST00000187834.1	chr1	+	132503732	132505655	uc287lsa.1	ENSMUST00000187834.1	AK016773			Rbbp5			Rbbp5 (from geneSymbol)	
ENSMUST00000027700.14	chr1	+	132477434	132505659	uc287lrx.1	ENSMUST00000027700.14	NM_001357487	Q8BX09	RBBP5_MOUSE	Rbbp5	NM_001357487	NM_001357487	Mus musculus retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit (Rbbp5), transcript variant 3, mRNA. (from RefSeq NM_001357487)	
ENSMUST00000191132.1	chr1	-	133253902	133254292	uc287ltl.1	ENSMUST00000191132.1				Gm19461			Gm19461 (from geneSymbol)	
ENSMUST00000186027.1	chr1	-	133254282	133256352	uc287ltm.1	ENSMUST00000186027.1	AK035267			Gm19461			Gm19461 (from geneSymbol)	
ENSMUST00000186799.1	chr1	-	133251207	133257118	uc287ltk.1	ENSMUST00000186799.1	AK035267			Gm19461			Gm19461 (from geneSymbol)	
ENSMUST00000189590.1	chr1	-	133256540	133258672	uc287ltn.1	ENSMUST00000189590.1	AK145464			Gm19461			Gm19461 (from geneSymbol)	
ENSMUST00000191207.1	chr1	-	133250397	133269808	uc007cpw.3	ENSMUST00000191207.1	NR_037984			Gm19461	NR_037984	NR_037984	Mus musculus predicted gene, 19461 (Gm19461), long non-coding RNA. (from RefSeq NR_037984)	
ENSMUST00000189524.1	chr1	-	133680469	133690086	uc287luz.1	ENSMUST00000189524.1	BC042765	A0A087WQ47		Lax1			Lax1 (from geneSymbol)	
ENSMUST00000169295.7	chr1	-	133679090	133690108	uc007cqs.3	ENSMUST00000169295.7	NM_172842	Q8BHB3	LAX1_MOUSE	Lax1	NM_172842	NM_172842	Mus musculus lymphocyte transmembrane adaptor 1 (Lax1), transcript variant 2, mRNA. (from RefSeq NM_172842)	
ENSMUST00000130836.7	chr1	+	134406002	134407594	uc287lwo.1	ENSMUST00000130836.7	AK049717			Cyb5r1			Cyb5r1 (from geneSymbol)	
ENSMUST00000174315.7	chr1	+	134405994	134407602	uc287lwn.1	ENSMUST00000174315.7	AK005159			Cyb5r1			Cyb5r1 (from geneSymbol)	
ENSMUST00000127412.8	chr1	+	134406312	134407667	uc287lwr.1	ENSMUST00000127412.8	JX420290	G3UZ57	G3UZ57_MOUSE	Cyb5r1			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt G3UZ57)	
ENSMUST00000186489.6	chr1	+	134405558	134407990	uc287lwl.1	ENSMUST00000186489.6	JX420290			Cyb5r1			Cyb5r1 (from geneSymbol)	
ENSMUST00000172496.7	chr1	+	134406019	134408866	uc287lwq.1	ENSMUST00000172496.7	AK049717			Cyb5r1			Cyb5r1 (from geneSymbol)	
ENSMUST00000173908.7	chr1	+	134406003	134409665	uc287lwp.1	ENSMUST00000173908.7	AK167178	G3UZG6	G3UZG6_MOUSE	Cyb5r1			Cyb5r1 (from geneSymbol)	
ENSMUST00000133686.7	chr1	+	134406027	134409999	uc007crw.2	ENSMUST00000133686.7	AK049717			Cyb5r1			Cyb5r1 (from geneSymbol)	
ENSMUST00000172795.1	chr1	+	134406312	134410969	uc287lws.1	ENSMUST00000172795.1	AK159663	G3UXV8	G3UXV8_MOUSE	Cyb5r1			The sequence shown here is derived from an Ensembl  automatic analysis pipeline and should be considered as  preliminary data. (from UniProt G3UXV8)	
ENSMUST00000154237.7	chr1	+	134405780	134411736	uc287lwm.1	ENSMUST00000154237.7	BC016266	Q9DB73	NB5R1_MOUSE	Cyb5r1			NADH-cytochrome b5 reductases are involved in  desaturation and elongation of fatty acids, cholesterol  biosynthesis, drug metabolism, and, in erythrocyte, methemoglobin  reduction (By similarity). (from UniProt Q9DB73)	
ENSMUST00000027726.13	chr1	+	134405780	134411740	uc007cru.2	ENSMUST00000027726.13	NM_028057	Q9DB73	NB5R1_MOUSE	Cyb5r1	NM_028057	NM_028057	Mus musculus cytochrome b5 reductase 1 (Cyb5r1), transcript variant 1, mRNA. (from RefSeq NM_028057)	
ENSMUST00000187311.1	chr1	-	135452374	135453907	uc287lzz.1	ENSMUST00000187311.1	AK036761			Nav1			Nav1 (from geneSymbol)	
ENSMUST00000190735.1	chr1	-	135457781	135461189	uc287mab.1	ENSMUST00000190735.1				Nav1			Nav1 (from geneSymbol)	
ENSMUST00000189252.1	chr1	-	135455315	135467673	uc287maa.1	ENSMUST00000189252.1	BC059840	A0A087WSM9		Nav1			Nav1 (from geneSymbol)	
ENSMUST00000189362.6	chr1	-	135457781	135510384	uc287mac.1	ENSMUST00000189362.6	AK082667			Nav1			Nav1 (from geneSymbol)	
ENSMUST00000190130.1	chr1	-	135458679	135510451	uc287mad.1	ENSMUST00000190130.1	AK053255			Nav1			Nav1 (from geneSymbol)	
ENSMUST00000040599.14	chr1	-	135434579	135585355	uc287lzx.1	ENSMUST00000040599.14	AF307453	Q8CH77	NAV1_MOUSE	Nav1			May be involved in neuronal migration. (from UniProt Q8CH77)	
ENSMUST00000067414.12	chr1	-	135434579	135585705	uc033fll.2	ENSMUST00000067414.12	NM_173437	Q8CH77	NAV1_MOUSE	Nav1	NM_173437	NM_173437	Mus musculus neuron navigator 1 (Nav1), mRNA. (from RefSeq NM_173437)	
ENSMUST00000190298.7	chr1	-	135438847	135688105	uc287lzy.2	ENSMUST00000190298.7	AK122458	Q8CH77	NAV1_MOUSE	Nav1			May be involved in neuronal migration. (from UniProt Q8CH77)	
ENSMUST00000112103.1	chr1	-	135606446	135688105	uc007ctn.2	ENSMUST00000112103.1	AK158038			Nav1			Nav1 (from geneSymbol)	
ENSMUST00000136445.1	chr1	+	135767133	135768922	uc287mah.1	ENSMUST00000136445.1	BC023376			Phlda3			Phlda3 (from geneSymbol)	
ENSMUST00000038945.5	chr1	+	135766118	135769136	uc007ctq.3	ENSMUST00000038945.5	NM_013750	Q9WV95	PHLA3_MOUSE	Phlda3	NM_013750	NM_013750	Mus musculus pleckstrin homology like domain, family A, member 3 (Phlda3), mRNA. (from RefSeq NM_013750)	
ENSMUST00000185756.1	chr1	+	135830533	135832462	uc287map.1	ENSMUST00000185756.1	BC016257			Lad1			Lad1 (from geneSymbol)	
ENSMUST00000190773.6	chr1	+	135829994	135832707	uc287mao.1	ENSMUST00000190773.6	BC016257			Lad1			Lad1 (from geneSymbol)	
ENSMUST00000038760.9	chr1	+	135818597	135833342	uc007ctt.2	ENSMUST00000038760.9	NM_133664	P57016	LAD1_MOUSE	Lad1	NM_133664	NM_133664	Mus musculus ladinin (Lad1), mRNA. (from RefSeq NM_133664)	
ENSMUST00000165125.7	chr1	+	136008149	136034267	uc011wsv.2	ENSMUST00000165125.7	NM_001160145	Q9CR23	TMEM9_MOUSE	Tmem9	NM_001160145	NM_001160145	Mus musculus transmembrane protein 9 (Tmem9), transcript variant 1, mRNA. (from RefSeq NM_001160145)	
ENSMUST00000117950.1	chr1	+	136018061	136034292	uc011wsw.2	ENSMUST00000117950.1	NM_001160146	Q9CR23	TMEM9_MOUSE	Tmem9	NM_001160146	NM_001160146	Mus musculus transmembrane protein 9 (Tmem9), transcript variant 3, mRNA. (from RefSeq NM_001160146)	
ENSMUST00000118832.3	chr1	+	136026996	136034399	uc287mbk.1	ENSMUST00000118832.3	AK134909			Tmem9			Tmem9 (from geneSymbol)	
ENSMUST00000140545.1	chr1	+	136033253	136034780	uc287mbl.1	ENSMUST00000140545.1	AK134909			Tmem9			Tmem9 (from geneSymbol)	
ENSMUST00000063719.14	chr1	+	136017966	136035342	uc007cue.3	ENSMUST00000063719.14	NM_025439	Q9CR23	TMEM9_MOUSE	Tmem9	NM_025439	NM_025439	Mus musculus transmembrane protein 9 (Tmem9), transcript variant 2, mRNA. (from RefSeq NM_025439)	
ENSMUST00000153527.2	chr1	-	144001882	144004032	uc287mir.1	ENSMUST00000153527.2	AF215668	A0A087WRB0		Rgs2			Rgs2 (from geneSymbol)	
ENSMUST00000134817.1	chr1	-	144002516	144004121	uc287mis.1	ENSMUST00000134817.1	AF215668			Rgs2			Rgs2 (from geneSymbol)	
ENSMUST00000027606.3	chr1	-	144001679	144004135	uc287miq.1	ENSMUST00000027606.3	AK162276	A0A087WPY2		Rgs2			Rgs2 (from geneSymbol)	
ENSMUST00000127206.7	chr1	-	143999337	144004161	uc007cxg.3	ENSMUST00000127206.7	NM_009061	O08849	RGS2_MOUSE	Rgs2	NM_009061	NM_009061	Mus musculus regulator of G-protein signaling 2 (Rgs2), mRNA. (from RefSeq NM_009061)	
ENSMUST00000155438.1	chr1	-	149886183	149902199	uc287mkt.1	ENSMUST00000155438.1	M72394			Pla2g4a			Pla2g4a (from geneSymbol)	
ENSMUST00000111926.8	chr1	-	149829635	149922439	uc056yeg.3	ENSMUST00000111926.8	NM_001305632	Q9DBX5	Q9DBX5_MOUSE	Pla2g4a	NM_001305632	NM_001305632	Mus musculus phospholipase A2, group IVA (cytosolic, calcium-dependent) (Pla2g4a), transcript variant 2, mRNA. (from RefSeq NM_001305632)	
ENSMUST00000134676.1	chr1	-	149932574	149961255	uc287mkv.1	ENSMUST00000134676.1	BC003816			Pla2g4a			Pla2g4a (from geneSymbol)	
