#mm10.knownGene.name	mm10.knownGene.chrom	mm10.knownGene.strand	mm10.knownGene.txStart	mm10.knownGene.txEnd	mm10.knownGene.cdsStart	mm10.knownGene.cdsEnd	mm10.knownGene.proteinID	mm10.knownGene.alignID	mm10.kgXref.geneSymbol
ENSMUST00000127206.7	chr1	-	143999337	144004161	144001679	144004118	O08849	uc007cxg.3	Rgs2
ENSMUST00000155438.1	chr1	-	149886183	149902199	149886183	149886183		uc287mkt.1	Pla2g4a
ENSMUST00000111926.8	chr1	-	149829635	149922439	149830060	149922252	Q9DBX5	uc056yeg.3	Pla2g4a
ENSMUST00000134676.1	chr1	-	149932574	149961255	149932574	149932574		uc287mkv.1	Pla2g4a
ENSMUST00000190507.1	chr1	-	149886143	149961258	149886143	149932658	A0A087WPN8	uc287mks.1	Pla2g4a
ENSMUST00000142040.1	chr1	-	149918876	149961284	149918876	149918876		uc287mku.1	Pla2g4a
ENSMUST00000070200.14	chr1	-	149829617	149961290	149830060	149932690	Q3UMQ1	uc007cxt.3	Pla2g4a
ENSMUST00000151899.1	chr1	-	150563710	150565604	150563710	150563710		uc287mmh.1	Hmcn1
ENSMUST00000137909.1	chr1	-	150577434	150580615	150577434	150577434		uc287mmi.1	Hmcn1
ENSMUST00000177036.1	chr1	-	150563683	150583212	150563846	150583212	H3BJH2	uc287mmg.1	Hmcn1
ENSMUST00000074783.11	chr1	-	150562523	150993051	150563526	150993051	D3YXG0	uc007cyj.3	Hmcn1
ENSMUST00000137197.8	chr1	-	150563526	150993051	150563526	150993051	D3YXG0	uc287mmf.1	Hmcn1
ENSMUST00000155715.1	chr1	-	150873747	150993435	150873747	150873747		uc007cyl.2	Hmcn1
ENSMUST00000128433.7	chr1	-	151892902	151921227	151892902	151892902		uc287mof.1	1700025G04Rik
ENSMUST00000121533.2	chr1	-	151893236	152055292	151974440	152006638	A0A0A0MQF7	uc287mog.1	1700025G04Rik
ENSMUST00000187603.6	chr1	-	151852402	152089970	151893393	152006638	Q8K207	uc287moc.1	1700025G04Rik
ENSMUST00000044581.13	chr1	-	151884523	152090125	151893393	152006638	Q8K207	uc007cze.3	1700025G04Rik
ENSMUST00000055322.5	chr1	-	155096360	155099636	155098503	155099430	Q3UJ54	uc007dax.3	Ier5
ENSMUST00000191769.1	chr1	+	155158798	155177959	155158798	155158798		uc287msl.1	Stx6
ENSMUST00000192091.1	chr1	+	155184309	155188338	155184309	155184309		uc287msn.1	Stx6
ENSMUST00000192519.5	chr1	+	155158770	155191521	155158770	155158770		uc287msk.1	Stx6
ENSMUST00000192311.1	chr1	+	155187825	155193762	155187825	155187825		uc287msp.1	Stx6
ENSMUST00000195302.5	chr1	+	155158747	155198255	155158892	155198213	Q9JKK1	uc007dbc.2	Stx6
ENSMUST00000193059.5	chr1	+	155158718	155201944	155158892	155193329	A0A0A6YXG0	uc287msj.1	Stx6
ENSMUST00000195693.5	chr1	+	155187381	155202022	155187381	155187381		uc287mso.1	Stx6
ENSMUST00000194158.1	chr1	+	155195020	155202247	155195020	155195020		uc287msr.1	Stx6
ENSMUST00000027743.12	chr1	+	155158714	155205659	155158892	155202016	Q9JKK1	uc007dbb.2	Stx6
ENSMUST00000192690.1	chr1	+	155191502	155208256	155191502	155207241	A0A0A6YW23	uc287msq.1	Stx6
ENSMUST00000189208.1	chr1	-	156808829	156813568	156808829	156808829		uc007dcs.3	Ralgps2
ENSMUST00000191503.1	chr1	-	156828497	156830847	156828497	156828497		uc287mwc.1	Ralgps2
ENSMUST00000185970.1	chr1	-	156828551	156832691	156828551	156828551		uc287mwd.1	Ralgps2
ENSMUST00000189648.1	chr1	-	156900597	156938781	156900597	156907695	A0A087WQA4	uc287mwj.1	Ralgps2
ENSMUST00000188656.6	chr1	-	156818895	156938818	156819794	156907695	A0A087WQU0	uc007dda.2	Ralgps2
ENSMUST00000190762.6	chr1	-	156887092	156939134	156887092	156907695	A0A087WPL3	uc287mwi.1	Ralgps2
ENSMUST00000171292.7	chr1	-	156807709	156939387	156809163	156907695	Q9ERD6	uc011wui.2	Ralgps2
ENSMUST00000063199.12	chr1	-	156808115	156939531	156809163	156907695	Q9ERD6	uc007dcw.3	Ralgps2
ENSMUST00000027886.13	chr1	-	156806759	156939543	156809163	156907695	Q9ERD6	uc007dcx.3	Ralgps2
ENSMUST00000189316.6	chr1	-	156816523	156939567	156817713	156907695	Q8C134	uc007dcz.3	Ralgps2
ENSMUST00000190648.6	chr1	-	156818876	156939593	156819794	156907695	A0A087WQ61	uc007ddb.3	Ralgps2
ENSMUST00000192343.5	chr1	-	156806759	156939599	156892988	156907695	A0A0A6YXI6	uc287mwb.1	Ralgps2
ENSMUST00000172057.7	chr1	-	156804165	156939602	156809163	156907695	Q9ERD6	uc011wuj.2	Ralgps2
ENSMUST00000191605.6	chr1	-	156808121	156939608	156809163	156907695	Q9ERD6	uc007dcu.3	Ralgps2
ENSMUST00000185198.6	chr1	-	156813080	156939626	156813381	156907695	Q9ERD6	uc007dcy.2	Ralgps2
ENSMUST00000194868.1	chr1	+	157412977	157413271	157412977	157412977		uc287mxb.1	2810025M15Rik
ENSMUST00000189791.1	chr1	+	157419901	157420152	157419901	157419901		uc287mxc.1	2810025M15Rik
ENSMUST00000187761.1	chr1	+	157412639	157420233	157412639	157412639		uc287mxa.1	2810025M15Rik
ENSMUST00000061537.11	chr1	+	157412351	157420236	157412351	157412351		uc007ddi.2	2810025M15Rik
ENSMUST00000194843.5	chr1	+	167350235	167354488	167350235	167350235		uc287noe.1	Aldh9a1
ENSMUST00000193091.1	chr1	+	167350311	167355890	167350311	167350311		uc287nof.1	Aldh9a1
ENSMUST00000191715.1	chr1	+	167364165	167367647	167364165	167364165		uc287nog.1	Aldh9a1
ENSMUST00000028004.10	chr1	+	167349990	167368532	167350235	167367499	Q3U367	uc007dkx.2	Aldh9a1
ENSMUST00000133563.7	chr1	-	169952875	169965723	169952875	169952875		uc287npb.1	Hsd17b7
ENSMUST00000123230.1	chr1	-	169959452	169966149	169959452	169959452		uc287npc.1	Hsd17b7
ENSMUST00000027989.12	chr1	-	169949534	169969241	169953032	169969132	O88736	uc007dlp.2	Hsd17b7
ENSMUST00000111353.3	chr1	-	169955500	169969241	169955748	169969132	Q8C5N9	uc007dlq.2	Hsd17b7
ENSMUST00000193930.1	chr1	+	169969451	169972370	169969451	169969451		uc007dlr.3	3110045C21Rik
ENSMUST00000180638.2	chr1	+	169969408	169972396	169969408	169969408		uc007dls.2	3110045C21Rik
ENSMUST00000094325.4	chr1	+	171370354	171388285	171370667	171386805	Q8R007	uc011wwc.2	Nectin4
ENSMUST00000111286.8	chr1	+	171370098	171388287	171370667	171386805	Q8R007	uc287nui.1	Nectin4
ENSMUST00000006578.9	chr1	+	171370351	171388598	171370667	171386805	Q8R007	uc007dof.3	Nectin4
ENSMUST00000148363.1	chr1	-	172004762	172009029	172004762	172004762		uc287nwg.1	Vangl2
ENSMUST00000153662.7	chr1	-	172009849	172026711	172009849	172013153	D3Z4X2	uc287nwh.1	Vangl2
ENSMUST00000138714.1	chr1	-	172009932	172027268	172009932	172013153	D3Z374	uc287nwi.1	Vangl2
ENSMUST00000027837.12	chr1	-	172000959	172027295	172004601	172013153	Q91ZD4	uc007dpi.3	Vangl2
ENSMUST00000111264.7	chr1	-	172004428	172027295	172004601	172013153	D3YY75	uc011wwi.3	Vangl2
ENSMUST00000111263.8	chr1	-	172000959	172028444	172004601	172013153	Q91ZD4	uc287nwf.1	Vangl2
ENSMUST00000193540.1	chr1	-	172388233	172390989	172388233	172388233		uc287nyf.1	Gm37145
ENSMUST00000027830.4	chr1	+	172475357	172478575	172475496	172478259	A0A0R4J072	uc007dql.3	Slamf9
ENSMUST00000127052.7	chr1	+	172481787	172489593	172484488	172489593	D3YZD2	uc287nyi.1	Igsf9
ENSMUST00000140814.7	chr1	+	172482205	172489630	172482205	172482205		uc287nyk.1	Igsf9
ENSMUST00000132141.7	chr1	+	172482219	172489813	172482219	172482219		uc287nyl.1	Igsf9
ENSMUST00000128638.1	chr1	+	172482219	172491045	172482219	172482219		uc287nym.1	Igsf9
ENSMUST00000135267.7	chr1	+	172482198	172491641	172484488	172491641	D3Z7T6	uc287nyj.1	Igsf9
ENSMUST00000141888.1	chr1	+	172491086	172491980	172491086	172491086		uc287nyo.1	Igsf9
ENSMUST00000193620.1	chr1	+	172491963	172494861	172491963	172494861	A0A0A6YXP1	uc287nyp.1	Igsf9
ENSMUST00000140816.7	chr1	+	172493933	172495722	172493933	172493933		uc287nyq.1	Igsf9
ENSMUST00000155426.1	chr1	+	172493960	172495748	172493960	172493960		uc287nyr.1	Igsf9
ENSMUST00000125258.1	chr1	+	172494753	172496210	172494753	172494753		uc287nys.1	Igsf9
ENSMUST00000150855.1	chr1	+	172497779	172498601	172497779	172497779		uc287nyt.1	Igsf9
ENSMUST00000052629.12	chr1	+	172482214	172498877	172484488	172498538	Q05BQ1	uc007dqn.3	Igsf9
ENSMUST00000127482.7	chr1	+	172482230	172498877	172484488	172495181	Q05BQ1	uc287nyn.1	Igsf9
ENSMUST00000111235.7	chr1	+	172482313	172498878	172484488	172498538	Q05BQ1	uc011wwn.2	Igsf9
ENSMUST00000192460.1	chr1	+	172500244	172505852	172505147	172505852	A0A0A6YXG6	uc287nyv.1	Tagln2
ENSMUST00000138296.7	chr1	+	172500046	172505934	172500046	172500046		uc287nyu.1	Tagln2
ENSMUST00000111228.1	chr1	+	172501251	172506733	172505147	172506708	Q9WVA4	uc287nyw.1	Tagln2
ENSMUST00000111230.7	chr1	+	172500046	172507380	172505147	172506708	Q9WVA4	uc007dqp.2	Tagln2
ENSMUST00000150646.1	chr1	+	175632025	175637565	175632025	175632025		uc287odh.1	Kmo
ENSMUST00000137174.1	chr1	+	175632238	175649265	175632238	175632238		uc287odi.1	Kmo
ENSMUST00000142223.7	chr1	+	175632000	175654098	175632000	175632000		uc007dto.2	Kmo
ENSMUST00000140474.7	chr1	+	175620380	175659962	175620433	175651624	Q3V0K6	uc287odg.1	Kmo
ENSMUST00000040250.14	chr1	+	175631995	175660853	175632219	175659822	Q91WN4	uc007dtp.2	Kmo
ENSMUST00000097458.3	chr1	+	175632179	175662116	175632219	175659822	Q91WN4	uc011wxd.2	Kmo
ENSMUST00000195196.5	chr1	+	175880793	175887612	175882907	175887612	A0A0A6YX74	uc287ods.1	Exo1
ENSMUST00000194306.5	chr1	+	175880795	175892061	175882907	175892061	A0A0A6YWZ8	uc287odt.1	Exo1
ENSMUST00000193858.1	chr1	+	175881182	175892079	175882907	175892079	A0A0A6YWI7	uc287odv.1	Exo1
ENSMUST00000193822.5	chr1	+	175880812	175892083	175882907	175892083	A0A0A6YWN5	uc287odu.1	Exo1
ENSMUST00000191680.1	chr1	+	175892881	175900918	175892881	175900918	A0A0A6YWF4	uc287odw.1	Exo1
ENSMUST00000194816.1	chr1	+	175904372	175906196	175904372	175905993	A0A0A6YXQ6	uc287odz.1	Exo1
ENSMUST00000193610.1	chr1	+	175904234	175908549	175904234	175904234		uc287ody.1	Exo1
ENSMUST00000194636.1	chr1	+	175901368	175908732	175901368	175908438	A0A0A6YVY2	uc287odx.1	Exo1
ENSMUST00000192378.1	chr1	+	175907568	175908744	175907568	175907568		uc287oeb.1	Exo1
ENSMUST00000039725.11	chr1	+	175880580	175913489	175882907	175908565	Q9QZ11	uc007dtu.3	Exo1
ENSMUST00000194269.1	chr1	+	177445630	177446505	177445630	177445630		uc287ogj.1	Zbtb18
ENSMUST00000192699.1	chr1	+	177443215	177447096	177444809	177447096	A0A1Y7VJC4	uc287oge.1	Zbtb18
ENSMUST00000194319.1	chr1	+	177442543	177447145	177447102	177447145	A0A0A6YX98	uc287ogd.1	Zbtb18
ENSMUST00000195002.1	chr1	+	177442350	177447237	177447102	177447237	A0A0A6YXT0	uc287ogb.1	Zbtb18
ENSMUST00000195549.5	chr1	+	177442465	177447486	177447102	177447486	A0A0A6YXP2	uc287ogc.1	Zbtb18
ENSMUST00000193440.1	chr1	+	177444736	177447518	177447102	177447518	A0A0A6YW03	uc287ogh.1	Zbtb18
ENSMUST00000195388.1	chr1	+	177444660	177447586	177447102	177447586	A0A0A6YWT8	uc287ogg.1	Zbtb18
ENSMUST00000192851.1	chr1	+	177444648	177447788	177447102	177447788	A0A0A6YY33	uc287ogf.1	Zbtb18
ENSMUST00000195612.1	chr1	+	177444937	177450760	177447102	177448671	Q9WUK6	uc287ogi.1	Zbtb18
ENSMUST00000094276.4	chr1	+	177444294	177450764	177444809	177448671	H7BX69	uc007dun.3	Zbtb18
ENSMUST00000193480.1	chr1	+	177444652	177450764	177444809	177447898	A0A0A6YWR6	uc007dum.2	Zbtb18
ENSMUST00000077225.7	chr1	+	177445820	177450764	177447102	177448671	Q9WUK6	uc011wxi.2	Zbtb18
ENSMUST00000193931.1	chr1	+	178529124	178716500	178529124	178529124		uc007dvf.2	Kif26b
ENSMUST00000160789.1	chr1	+	178798437	178932855	178821657	178932228	E9PX64	uc287oho.1	Kif26b
ENSMUST00000161017.7	chr1	+	178529124	178939200	178529562	178932228	Q7TNC6	uc007dvh.3	Kif26b
ENSMUST00000195043.1	chr1	+	180333865	180338458	180333865	180333865		uc056yfl.2	Itpkb
ENSMUST00000070181.6	chr1	+	180330484	180424802	180332310	180421890	B2RXC2	uc007dwg.2	Itpkb
ENSMUST00000210737.1	chr1	-	180437881	180462612	180437881	180437881		uc287oko.1	Stum
ENSMUST00000210107.1	chr1	-	180437890	180462612	180437890	180437890		uc287okp.1	Stum
ENSMUST00000211782.1	chr1	-	180442567	180465881	180442567	180442567		uc287okr.1	Stum
ENSMUST00000211561.1	chr1	-	180437682	180483329	180438328	180483329	A0A1B0GS08	uc287okn.1	Stum
ENSMUST00000136521.1	chr1	-	180432386	180483467	180438328	180483329	Q0VBF8	uc007dwh.3	Stum
ENSMUST00000179826.1	chr1	-	180438328	180483504	180438328	180483329	J3QP43	uc287okq.1	Stum
ENSMUST00000194434.1	chr1	+	180569225	180577624	180573657	180577624	A0A0A6YX03	uc287okv.1	Parp1
ENSMUST00000194608.1	chr1	+	180568923	180579161	180569033	180577631	A0A0A6YY63	uc287oku.1	Parp1
ENSMUST00000191639.1	chr1	+	180589466	180591650	180589466	180589466		uc287okw.1	Parp1
ENSMUST00000192411.1	chr1	+	180591282	180593336	180591282	180591282		uc287okx.1	Parp1
ENSMUST00000191833.1	chr1	+	180598835	180600106	180598835	180598835		uc287okz.1	Parp1
ENSMUST00000193238.1	chr1	+	180598224	180600196	180598224	180598224		uc287oky.1	Parp1
ENSMUST00000195560.1	chr1	+	180598987	180601252	180598987	180601074	A0A0A6YVX0	uc287ola.1	Parp1
ENSMUST00000027777.11	chr1	+	180568928	180601254	180569033	180600531	Q921K2	uc007dwi.2	Parp1
ENSMUST00000193660.5	chr1	+	182764394	182833228	182765040	182833228	A0A0A6YX15	uc287opy.1	Susd4
ENSMUST00000194981.1	chr1	+	182764555	182833254	182765040	182833254	A0A0A6YWB1	uc287opz.1	Susd4
ENSMUST00000155229.6	chr1	+	182763859	182854040	182765040	182854040	A0A0A6YY90	uc287opw.1	Susd4
ENSMUST00000153348.7	chr1	+	182764011	182895232	182765040	182895227	Q8BH32	uc287opx.1	Susd4
ENSMUST00000085724.4	chr1	+	182764894	182896591	182765040	182895227	Q8BH32	uc007dyk.2	Susd4
ENSMUST00000171366.6	chr1	-	183086265	183147461	183086288	183135860	Q3TDN0	uc008ick.3	Disp1
ENSMUST00000192915.1	chr1	-	183096192	183147531	183096192	183096192		uc287oqh.1	Disp1
ENSMUST00000003035.11	chr1	-	183086265	183221485	183086288	183135860	Q3TDN0	uc008icl.2	Disp1
ENSMUST00000195372.1	chr1	-	183086265	183221490	183086288	183135860	Q3TDN0	uc008icm.2	Disp1
ENSMUST00000194033.1	chr1	-	183135457	183221522	183135457	183135860	A0A0A6YWR7	uc287oqi.1	Disp1
ENSMUST00000142189.7	chr1	+	188262022	188357520	188262022	188262022		uc007ead.2	Ush2a
ENSMUST00000124358.1	chr1	+	188262034	188452401	188262034	188262034		uc287ovp.1	Ush2a
ENSMUST00000142159.1	chr1	+	188537806	188678687	188537806	188537806		uc287ovq.1	Ush2a
ENSMUST00000127077.1	chr1	+	188953743	188964965	188953743	188964928	F6TQ19	uc287ovt.1	Ush2a
ENSMUST00000060479.13	chr1	+	188263033	188965041	188263033	188964928	Q2QI47	uc007eaf.3	Ush2a
ENSMUST00000192681.1	chr1	+	191575775	191583721	191575775	191575775		uc287ozs.1	Ints7
ENSMUST00000193569.5	chr1	+	191575761	191608251	191575857	191583213	A0A0A6YWX4	uc287ozq.1	Ints7
ENSMUST00000193961.5	chr1	+	191575726	191609635	191575726	191575726		uc287ozo.1	Ints7
ENSMUST00000194877.5	chr1	+	191575741	191621646	191575857	191583213	A0A0A6YWX4	uc287ozp.1	Ints7
ENSMUST00000194785.1	chr1	+	191575761	191622746	191575857	191586612	A0A0A6YX34	uc287ozr.1	Ints7
ENSMUST00000045450.6	chr1	+	191575635	191623688	191575857	191621464	A0A0R4J0E4	uc007ecp.3	Ints7
ENSMUST00000195526.1	chr1	-	192073819	192074450	192073819	192073819		uc287pas.1	Gstp-ps
ENSMUST00000140066.2	chr1	+	193156668	193164181	193156668	193156668		uc007edz.2	Irf6
ENSMUST00000138826.7	chr1	+	193153153	193166868	193153153	193153153		uc287pci.1	Irf6
ENSMUST00000193772.1	chr1	+	193168502	193169489	193168502	193168502		uc287pcj.1	Irf6
ENSMUST00000076521.6	chr1	+	193153110	193172023	193157218	193169506	P97431	uc007edy.3	Irf6
ENSMUST00000072955.11	chr2	+	3114223	3227250	3186472	3226510	A2ATL1	uc008idm.2	Fam171a1
ENSMUST00000091505.10	chr2	+	3118412	3227252	3118555	3224831	A2ATK8	uc289spq.1	Fam171a1
ENSMUST00000115099.8	chr2	+	3118381	3227806	3118555	3226510	A2ATK9	uc008idn.2	Fam171a1
ENSMUST00000062934.6	chr2	+	3118684	3227806	3118853	3226510	A2ATL0	uc057lbg.2	Fam171a1
ENSMUST00000100458.3	chr2	-	3457580	3474419	3458622	3474419	F6WB49	uc289sqf.1	Suv39h2
ENSMUST00000060618.12	chr2	-	3457579	3474960	3458622	3474946	Q8K085	uc012bot.2	Suv39h2
ENSMUST00000127540.1	chr2	-	3457602	3474969	3464819	3474946	E0CZC9	uc289sqg.1	Suv39h2
ENSMUST00000027956.8	chr2	-	3455814	3475031	3458622	3474946	A0A0R4J074	uc008ied.3	Suv39h2
ENSMUST00000129505.1	chr2	-	3488975	3490162	3488975	3488975		uc289sqi.1	Hspa14
ENSMUST00000156008.1	chr2	-	3490957	3492042	3490957	3490957		uc289sqj.1	Hspa14
ENSMUST00000139485.1	chr2	-	3495971	3498118	3495971	3495971		uc289sqk.1	Hspa14
ENSMUST00000135157.1	chr2	-	3500514	3503016	3500514	3500514		uc289sql.1	Hspa14
ENSMUST00000148167.1	chr2	-	3510887	3512743	3510887	3510887		uc289sqm.1	Hspa14
ENSMUST00000124331.7	chr2	-	3504526	3512757	3507225	3508854	Q3UDN3	uc008ieh.2	Gm45902
ENSMUST00000140494.1	chr2	-	3506408	3512790	3507225	3508854	Q3UDN3	uc008iei.2	Gm45902
ENSMUST00000027961.11	chr2	-	3488849	3512814	3488990	3512690	Q99M31	uc008ief.2	Hspa14
ENSMUST00000137809.1	chr2	+	4017733	4021904	4017733	4017733		uc008iel.1	Frmd4a
ENSMUST00000138735.1	chr2	+	4017716	4167006	4017716	4017716		uc289sre.1	Frmd4a
ENSMUST00000132710.2	chr2	+	4152862	4171425	4152862	4152862		uc008ien.2	Frmd4a
ENSMUST00000239018.1	chr2	+	4285559	4431264	4285611	4431264		uc294jqr.1	Frmd4a
ENSMUST00000176962.1	chr2	+	4401436	4431364	4401436	4401436		uc289sry.1	Frmd4a
ENSMUST00000141746.2	chr2	+	4389615	4433512	4389615	4389615		uc289srx.1	Frmd4a
ENSMUST00000123919.2	chr2	+	4473193	4498103	4473193	4473193		uc289ssb.1	Frmd4a
ENSMUST00000115037.8	chr2	+	4389613	4529798	4431198	4529798	F7CDA2	uc289srw.1	Frmd4a
ENSMUST00000115039.7	chr2	+	4401470	4537735	4401470	4401470		uc289srz.1	Frmd4a
ENSMUST00000147156.8	chr2	+	4300884	4538897	4300884	4300884		uc008ieq.2	Frmd4a
ENSMUST00000176803.7	chr2	+	4301002	4560260	4301002	4529797	H3BKK8	uc289srs.1	Frmd4a
ENSMUST00000175669.7	chr2	+	4300517	4572439	4300915	4572439	H3BK97	uc289srr.1	Frmd4a
ENSMUST00000142452.1	chr2	+	4559774	4588179	4559774	4559774		uc289ssc.1	Frmd4a
ENSMUST00000175944.7	chr2	+	4332465	4594640	4332984	4594640	H3BL79	uc289sru.1	Frmd4a
ENSMUST00000176864.2	chr2	+	4566175	4594676	4566175	4591949	H3BJN6	uc289ssd.1	Frmd4a
ENSMUST00000153160.7	chr2	+	4559753	4597989	4559753	4559753		uc008ieu.3	Frmd4a
ENSMUST00000176828.7	chr2	+	4559755	4612584	4566142	4611069	Q3TB04	uc008iev.3	Frmd4a
ENSMUST00000091497.10	chr2	+	4152871	4613942	4153077	4611069	Q8BIE6	uc008ieo.3	Frmd4a
ENSMUST00000177457.7	chr2	+	4017743	4614041	4018537	4608068	H3BIZ7	uc057lbi.2	Frmd4a
ENSMUST00000075767.13	chr2	+	4400974	4614043	4431198	4608068	Q8BIE6	uc008ies.3	Frmd4a
ENSMUST00000139882.7	chr2	-	4991030	4993257	4991030	4991030		uc289ssv.1	Mcm10
ENSMUST00000151533.1	chr2	-	4991259	4994838	4991259	4991259		uc289ssw.1	Mcm10
ENSMUST00000125349.7	chr2	-	4990723	4995894	4990723	4990723		uc008ifg.3	Mcm10
ENSMUST00000150091.7	chr2	-	4990723	5001558	4990723	4990723		uc008ifh.3	Mcm10
ENSMUST00000125201.1	chr2	-	4999020	5005099	4999020	4999020		uc289ssx.1	Mcm10
ENSMUST00000146257.1	chr2	-	5004041	5005319	5004041	5004041		uc289ssy.1	Mcm10
ENSMUST00000102985.7	chr2	-	4989713	5012344	4991392	5010695	Q0VBD2	uc056zjd.2	Mcm10
ENSMUST00000125851.1	chr2	-	5006997	5012715	5006997	5006997		uc289sta.1	Mcm10
ENSMUST00000129443.7	chr2	-	5006510	5012753	5006510	5006510		uc289ssz.1	Mcm10
ENSMUST00000027980.7	chr2	-	4990723	5012791	4991392	5010695	Q0VBD2	uc008ifi.2	Mcm10
ENSMUST00000125203.7	chr2	-	5020641	5035903	5020641	5020641		uc008ifl.2	Optn
ENSMUST00000145501.1	chr2	-	5021300	5037197	5021300	5021300		uc289stb.1	Optn
ENSMUST00000027986.4	chr2	-	5020643	5063938	5021350	5054705	Q8K3K8	uc008ifm.2	Optn
ENSMUST00000114996.7	chr2	-	5020641	5064045	5021350	5054705	Q8K3K8	uc008ifn.2	Optn
ENSMUST00000143809.1	chr2	-	5046156	5064051	5046156	5046156		uc289std.1	Optn
ENSMUST00000138549.7	chr2	+	5845252	5857420	5845252	5845252		uc289stu.1	Nudt5
ENSMUST00000128604.1	chr2	+	5848134	5861235	5848134	5848134		uc289stx.1	Nudt5
ENSMUST00000194933.1	chr2	+	5845289	5862388	5854858	5862388	A0A0A6YVU1	uc289stw.1	Nudt5
ENSMUST00000127116.6	chr2	+	5845252	5864448	5854858	5864448	A2ATT5	uc289stv.1	Nudt5
ENSMUST00000179748.7	chr2	+	5845033	5868736	5854858	5868198	Q9JKX6	uc289stt.1	Nudt5
ENSMUST00000026927.9	chr2	+	5845018	5871895	5854858	5868198	Q9JKX6	uc033hlk.3	Nudt5
ENSMUST00000131188.2	chr2	+	11339487	11344111	11339487	11339487		uc008iid.2	Gm13293
ENSMUST00000191726.1	chr2	-	11481009	11482111	11481009	11481009		uc289taj.1	Pfkfb3
ENSMUST00000140580.7	chr2	-	11492609	11498351	11492609	11492609		uc289tam.1	Pfkfb3
ENSMUST00000150086.6	chr2	-	11471827	11498385	11471827	11471827		uc008iii.1	Pfkfb3
ENSMUST00000145970.2	chr2	-	11493905	11500863	11493905	11493905		uc289tao.1	Pfkfb3
ENSMUST00000144921.2	chr2	-	11492636	11501296	11492636	11492636		uc289tan.1	Pfkfb3
ENSMUST00000183869.7	chr2	-	11474406	11501700	11474495	11501700	A7UAK4	uc008iim.4	Pfkfb3
ENSMUST00000155167.7	chr2	-	11492309	11501797	11492309	11492309		uc289tal.1	Pfkfb3
ENSMUST00000192827.5	chr2	-	11490346	11502017	11490346	11490346		uc289tak.1	Pfkfb3
ENSMUST00000192844.5	chr2	-	11479899	11502075	11479899	11479899		uc289tai.1	Pfkfb3
ENSMUST00000114845.9	chr2	-	11475763	11502090	11475763	11501700	Q7TS91	uc289tae.1	Pfkfb3
ENSMUST00000171188.8	chr2	-	11475763	11502090	11475763	11501700	A7UAK5	uc289taf.1	Pfkfb3
ENSMUST00000179584.7	chr2	-	11471790	11502101	11474495	11501700	Q3U3S6	uc008iif.4	Pfkfb3
ENSMUST00000028114.12	chr2	-	11471823	11502101	11475763	11501700	Q7TS91	uc008iig.4	Pfkfb3
ENSMUST00000114846.8	chr2	-	11471825	11502101	11474495	11501700	A2AUP1	uc008iie.4	Pfkfb3
ENSMUST00000049849.11	chr2	-	11474406	11502101	11474536	11501700	A2AUP5	uc008iil.4	Pfkfb3
ENSMUST00000170196.8	chr2	-	11474406	11502101	11474536	11501700	A7UAK8	uc008iij.4	Pfkfb3
ENSMUST00000191668.5	chr2	-	11474406	11502101	11475763	11501700	A7UAK5	uc008iik.4	Pfkfb3
ENSMUST00000114844.7	chr2	-	11477954	11502101	11478031	11501700	A2AUP4	uc289tag.1	Pfkfb3
ENSMUST00000100411.3	chr2	-	11477966	11502101	11478031	11501700	A2AUP3	uc289tah.1	Pfkfb3
ENSMUST00000195779.5	chr2	-	11471825	11553922	11482098	11553842	A0A0A6YW89	uc289tad.1	Pfkfb3
ENSMUST00000192949.5	chr2	-	11471432	11554077	11474495	11553842	A0A0A6YY64	uc008iih.4	Pfkfb3
ENSMUST00000195464.1	chr2	+	24277270	24279078	24277270	24277270		uc289tpn.1	Il1f5
ENSMUST00000123053.7	chr2	+	24277013	24280908	24277498	24280908	A2AIA8	uc289tpm.1	Il1f5
ENSMUST00000123577.1	chr2	+	24277281	24281629	24277281	24277281		uc289tpp.1	Il1f5
ENSMUST00000147885.3	chr2	+	24277271	24282070	24277498	24281154	A0A0A6YWE1	uc289tpo.1	Il1f5
ENSMUST00000114490.6	chr2	+	24277270	24282076	24277498	24281372	Q9QYY1	uc008iot.3	Il1f5
ENSMUST00000168941.7	chr2	+	24276953	24282432	24277498	24281372	Q9QYY1	uc012brp.1	Il1f5
ENSMUST00000028360.7	chr2	+	24276953	24283426	24277498	24281372	Q9QYY1	uc008ios.3	Il1f5
ENSMUST00000114486.3	chr2	+	24336855	24339409	24336855	24336855		uc289tpr.1	Il1rn
ENSMUST00000143423.1	chr2	+	24345347	24346354	24345347	24345347		uc289tpt.1	Il1rn
ENSMUST00000142093.6	chr2	+	24336855	24349457	24336982	24349422	A0A0A6YVU4	uc289tps.1	Il1rn
ENSMUST00000114485.8	chr2	+	24345287	24349807	24345349	24349630	Q3TBV5	uc008iow.3	Il1rn
ENSMUST00000114482.2	chr2	+	24345309	24350936	24345452	24349630	Q542C7	uc008iox.3	Il1rn
ENSMUST00000114487.8	chr2	+	24336852	24351494	24336982	24349630	Q542W1	uc008iov.3	Il1rn
ENSMUST00000140547.1	chr2	+	24367579	24394258	24394125	24394258	A0A0A6YXD4	uc289tpu.1	Psd4
ENSMUST00000131930.1	chr2	+	24385352	24394305	24394125	24394305	A0A0A6YY70	uc289tpx.1	Psd4
